wdt_ID,Domain,Price,Date,DateTime,Domain Length,Venue,Extension,Source,Sold Times,LTO,Hyphen,Number,Pattern,Domain Status
14539,RentExcavators.com,"1,988",2025-02-16,2025-02-16 00:06,14,Afternic,.com,Twitter (https://x.com/yusshdom/status/1891162815563526375),,,,,,
14538,QuantForum.com,"1,311",2025-02-16,2025-02-16 00:05,10,Afternic,.com,Twitter (https://x.com/DigiFortune/status/1891117960036483554),,,,,,
14537,Laminar.xyz,"9,000",2025-02-16,2025-02-16 00:04,7,Afternic,.xyz,Twitter (https://x.com/DomainNameGear/status/1891069732654051724),,,,,,
14536,Clandestine.xyz,"9,888",2025-02-16,2025-02-16 00:03,11,Afternic,.xyz,Twitter (https://x.com/DomainNameGear/status/1891069732654051724),,,,,,Redirected
14535,Tectonic.xyz,"10,000",2025-02-16,2025-02-16 00:02,8,Afternic,.xyz,Twitter (https://x.com/DomainNameGear/status/1891069732654051724),,,,,,
14534,Bits.xyz,"70,000",2025-02-16,2025-02-16 00:01,4,Afternic,.xyz,Twitter (https://x.com/DomainNameGear/status/1891069732654051724),,,,,,
14533,OxeAi.com,"5,000",2025-02-15,2025-02-15 00:05,5,Afternic,.com,Twitter (https://x.com/Vaisnoria_MFA/status/1890775192688791807),,,,,,
14532,Vord.com,"50,000",2025-02-15,2025-02-15 00:04,4,Afternic,.com,Twitter (https://x.com/manishlunja/status/1890739984044302416),3,,,,,
14531,XXM.ai,"8,800",2025-02-15,2025-02-15 00:03,3,Afternic,.ai,Twitter (https://x.com/SoldXyz/status/1890702956455993359),,,,,,
14530,WalBasses.com,"1,288",2025-02-15,2025-02-15 00:02,9,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1045#post-9342529),,,,,,
14529,DigitalWealthClub.com,949,2025-02-15,2025-02-15 00:01,17,Afternic,.com,Twitter (https://x.com/SifulMoni/status/1890669615501500904),,,,,,
14528,Neko.fun,"7,999",2025-02-14,2025-02-14 00:10,4,Afternic,.fun,Twitter (https://x.com/fivedotbest/status/1890587899743150126),,,,,,
14527,6900.ai,350,2025-02-14,2025-02-14 00:09,4,Afternic,.ai,Twitter (https://x.com/btcritchie/status/1890460776164450423),,,,Yes,,
14526,IndoorDen.com,"3,000",2025-02-14,2025-02-14 00:08,9,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1045#post-9342092),,,,,,
14525,AgenticLayer.com,"7,000",2025-02-14,2025-02-14 00:07,12,Afternic,.com,Twitter (https://x.com/BitRWA/status/1890461531361395098),,,,,,
14524,JewelryFranchise.com,"2,588",2025-02-14,2025-02-14 00:06,16,Afternic,.com,Twitter (https://x.com/cupiddomains/status/1890421390060175762),,,,,,Developed
14523,NeroToken.com,500,2025-02-14,2025-02-14 00:05,9,Afternic,.com,Twitter (https://x.com/cupiddomains/status/1890419775949672821),,,,,,
14522,Token.so,"6,666",2025-02-14,2025-02-14 00:04,5,Afternic,.so,Twitter (https://x.com/58name_com/status/1890418489380180083),,,,,,
14521,AGISaaS.com,999,2025-02-14,2025-02-14 00:03,7,Sedo,.com,Twitter (https://x.com/NameDodoDotCom/status/1890370360517755225),,,,,,
14520,NashvilleInsuranceGroup.com,799,2025-02-14,2025-02-14 00:02,23,Afternic,.com,Twitter (https://x.com/webpower84/status/1890348641891606974),,,,,Geo,Developed
14519,RapidRoad.com,"4,000",2025-02-14,2025-02-14 00:01,9,Afternic,.com,Twitter (https://x.com/everestnames/status/1890441981186195592),2,,,,,
14518,LondonSpirit.com,"19,888",2025-02-13,2025-02-13 00:09,12,Afternic,.com,Twitter (https://x.com/mikemanndotcom/status/1890237969124200782),,,,,,
14517,GamingAiAgent.com,"1,000",2025-02-13,2025-02-13 00:08,13,Afternic,.com,Twitter (https://x.com/MoversRva/status/1890142341236994465),,Yes,,,,
14516,WickedMP3.com,50,2025-02-13,2025-02-13 00:07,9,Unknown,.com,Twitter (https://x.com/emerald_names/status/1890057510759076219),,,,Yes,,
14515,Act.link,"1,500",2025-02-13,2025-02-13 00:06,3,Afternic,.link,Twitter (https://x.com/uzakyolkaptani/status/1889694095653622265),,,,,,
14514,Premise.vc,"15,000",2025-02-13,2025-02-13 00:05,7,WeBroker.vc,.vc,Twitter (https://x.com/WorldEmojiBrand/status/1889808469479530622),,,,,,In Development
14513,Bionic.ai,"20,000",2025-02-13,2025-02-13 00:04,6,Saw.com,.ai,Twitter (https://x.com/domainretail/status/1890126858798432755),2,,,,,Redirected
14512,UrbanTableRestaurant.com,"1,000",2025-02-13,2025-02-13 00:03,20,NameCheap,.com,Twitter (https://x.com/Vaisnoria_MFA/status/1889961104169902576),,,,,,Developed
14511,TwinsAi.com,"2,500",2025-02-13,2025-02-13 00:02,7,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1045#post-9341333),,,,,,
14510,Sirri.co,"1,688",2025-02-13,2025-02-13 00:01,5,Afternic,.co,DomainX (https://t.me/joinchat/KyK8Ik8222OWngi-RG7E2Q),,,,,,
14509,Metals.co,"4,998",2025-02-12,2025-02-12 00:21,6,Unknown,.co,Twitter (https://x.com/BatalangaCom/status/1889829058676138317),,,,,,Developed
14508,PorchPass.com,"1,999",2025-02-12,2025-02-12 00:20,9,Unknown,.com,Twitter (https://x.com/OsinachiChukw13/status/1889626289629257995),,,,,,Developed
14498,ConscienciaCosmica.com,177,2025-02-12,2025-02-12 00:19,18,Afternic,.com,Twitter (https://x.com/hakimbadr2/status/1889853412449329411),,,,,,Developed
14497,EZGears.com,350,2025-02-12,2025-02-12 00:18,7,Afternic,.com,Twitter (https://x.com/qoin_eth/status/1889797241516544499),,,,,,
14496,PriceOfEggs.com,"2,888",2025-02-12,2025-02-12 00:15,11,DomainMarket,.com,Twitter (https://x.com/mikemanndotcom/status/1889773304182939988),,,,,,Developed
14485,CarpetCleaningMississauga.com,275,2025-02-12,2025-02-12 00:14,25,Afternic,.com,Twitter (https://x.com/domain_saller/status/1889748156604162494),,,,,Geo,
14495,Weather.ai,"150,000",2025-02-12,2025-02-12 00:13,7,Lumis.com,.ai,Twitter (https://x.com/domain/status/1889731924656103786),,,,,,
14494,EzraHealth.com,"2,090",2025-02-12,2025-02-12 00:12,10,Atom,.com,Twitter (https://x.com/TonyNames/status/1889713877606343035),,,,,,
14493,WhiteHatArmy.com,"2,988",2025-02-12,2025-02-12 00:11,12,Afternic,.com,Twitter (https://x.com/dotcorner/status/1889712604676821000),,,,,,
14492,SocialRemedies.com,"2,988",2025-02-12,2025-02-12 00:10,14,Afternic,.com,Twitter (https://x.com/dotcorner/status/1889712604676821000),,,,,,
14491,Testometer.com,"2,988",2025-02-12,2025-02-12 00:09,10,Afternic,.com,Twitter (https://x.com/dotcorner/status/1889712604676821000),,,,,,
14490,PHPGames.com,"2,988",2025-02-12,2025-02-12 00:08,8,Afternic,.com,Twitter (https://x.com/dotcorner/status/1889712604676821000),,,,,,Redirected
14489,RateMyProfile.com,"3,488",2025-02-12,2025-02-12 00:07,13,Afternic,.com,Twitter (https://x.com/dotcorner/status/1889712604676821000),2,,,,,Developed
14488,SafetyPlugs.com,"2,200",2025-02-12,2025-02-12 00:06,11,Afternic,.com,Twitter (https://x.com/dotcorner/status/1889712604676821000),,,,,,Developed
14487,YeSquad.com,"2,988",2025-02-12,2025-02-12 00:05,7,Afternic,.com,Twitter (https://x.com/dotcorner/status/1889712604676821000),,,,,,
14486,MarsMinerals.com,"3,500",2025-02-12,2025-02-12 00:04,12,Unknown,.com,Twitter (https://x.com/ENDomains/status/1889680477193175236),,,,,,Developed
14484,CatGPT.xyz,"1,200",2025-02-12,2025-02-12 00:03,6,Afternic,.xyz,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1045#post-9340262),,,,,,Redirected
14483,UActivate.com,999,2025-02-12,2025-02-12 00:02,9,Unknown,.com,Twitter (https://x.com/eKamrans/status/1889570075658637562),,,,,,
14482,AsianGetaway.com,50,2025-02-12,2025-02-12 00:01,12,Unknown,.com,Twitter (https://x.com/jayl/status/1889553361223163967),,,,,,
14481,GA5.co.uk,500,2025-02-11,2025-02-11 00:28,3,Unknown,.co.uk,Twitter (https://x.com/domainage/status/1889520147162870046),,,,Yes,,
14480,1Price.com,"5,000",2025-02-11,2025-02-11 00:27,6,Unknonw,.com,Twitter (https://x.com/singhdotin/status/1889502683482169694),,,,Yes,,
14479,Alya.com,22,2025-02-11,2025-02-11 00:26,4,Private,.com,Twitter (https://x.com/dotcorner/status/1889439478323819005),,,,,,
14478,Cryptopoly.com,"4,000",2025-02-11,2025-02-11 00:25,10,Unknown,.com,Twitter (https://x.com/DomainJames/status/1889436105780633918),,,,,,
14477,USAHousesforSale.com,250,2025-02-11,2025-02-11 00:24,16,Unknown,.com,Twitter (https://x.com/GostobeTech/status/1889428905972650039),,,,,Geo,
14476,HotResume.com,"26,000",2025-02-11,2025-02-11 00:23,9,Unknown,.com,Twitter (https://x.com/dnaccess/status/1889422251709309365),,,,,,
14475,Thear.org,25,2025-02-11,2025-02-11 00:22,5,Unknown,.org,Twitter (https://x.com/dnaccess/status/1889422251709309365),,,,,,
14474,SofiArt.com,"1,000",2025-02-11,2025-02-11 00:21,7,Afternic,.com,Twitter (https://x.com/domainpatdotcom/status/1889406308987838511),,,,,,
14473,PennyAppeal.com,"3,988",2025-02-11,2025-02-11 00:20,11,Afternic,.com,Twitter (https://x.com/domainpatdotcom/status/1889406308987838511),,,,,,In Development
14472,Lederfarbe.com,"1,608",2025-02-11,2025-02-11 00:19,10,Afternic,.com,Twitter (https://x.com/domainpatdotcom/status/1889406308987838511),,,,,,Developed
14471,GlueWare.com,"5,000",2025-02-11,2025-02-11 00:18,8,Afternic,.com,Twitter (https://x.com/domainpatdotcom/status/1889406308987838511),,,,,,Redirected
14470,Free.tax,"2,899",2025-02-11,2025-02-11 00:17,4,Unknown,.tax,Twitter (https://x.com/johncubz/status/1889395097508172009),,,,,,Redirected
14468,BlueRidgeGuide.com,"30,000",2025-02-11,2025-02-11 00:14,14,Unknown,.com,Twitter (https://x.com/hackalachia/status/1889391936089276523),,,,,,
14467,EveryBelly.com,"1,499",2025-02-11,2025-02-11 00:13,10,Unknown,.com,Twitter (https://x.com/AlotSerene/status/1889390029233070405),,,,,,
14466,Post65.com,75,2025-02-11,2025-02-11 00:12,6,Unknown,.com,Twitter (https://x.com/WheelzSix/status/1889388486903410794),,,,Yes,,
14464,Pokerur.com,300,2025-02-11,2025-02-11 00:10,7,Unknown,.com,Twitter (https://x.com/QualityNames_/status/1889384228309065971),,,,,,
14463,SEOBarcelona.com,"1,630",2025-02-11,2025-02-11 00:09,12,Unknown,.com,Twitter (https://x.com/jainpratik777/status/1889384016069140794),,,,,Geo,Developed
14462,Buildery.com,"1,500",2025-02-11,2025-02-11 00:08,8,Unknown,.com,Twitter (https://x.com/GotchaDomains/status/1889383281004605804),,,,,,
14461,HardQuiz.com,150,2025-02-11,2025-02-11 00:07,8,Sedo,.com,Twitter (https://x.com/everestnames/status/1889381331118989569),,,,,,Redirected
14460,Artificially.io,600,2025-02-11,2025-02-11 00:06,12,Unknown,.io,Twitter (https://x.com/DavidSustiel/status/1889381092135698918),,,,,,Developed
14459,LawyerBoss.com,700,2025-02-11,2025-02-11 00:05,10,Unknown,.com,Twitter (https://x.com/DomainSmoke/status/1889378332816662884),2,,,,,In Development
14458,Chainless.net,499,2025-02-11,2025-02-11 00:04,9,Afternic,.net,Twitter (https://x.com/MarsDomains_com/status/1889344740610469937),,,,,,
14457,MS2.co,"2,222",2025-02-11,2025-02-11 00:03,3,DomainEasy,.co,Twitter (https://x.com/Leo_Golan/status/1889357073768444013),,,,,,
14456,Weights.net,"7,500",2025-02-11,2025-02-11 00:02,7,Sedo,.net,Twitter (https://x.com/MrPremiumDotCom/status/1889300461536039138),,,,,,Developed
14455,Weights.com,"85,000",2025-02-11,2025-02-11 00:01,7,Sedo,.com,Twitter (https://x.com/MrPremiumDotCom/status/1889300461536039138),4,,,,,Developed
14454,Expron.com,"3,565",2025-02-10,2025-02-10 00:08,6,BrandBucket,.com,Twitter (https://x.com/Leo_Golan/status/1889084193499390115),,,,,,Developed
14453,CourtsApp.com,"3,800",2025-02-10,2025-02-10 00:07,9,atom,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1045#post-9339487),,,,,,
14452,Nivu.net,950,2025-02-10,2025-02-10 00:06,4,Afternic,.net,Twitter (https://x.com/OnurKocayigit/status/1889024926079701334),,,,,,
14451,Komment.io,200,2025-02-10,2025-02-10 00:05,7,Unknown,.io,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1045#post-9339549),,,,,,
14450,Passes.io,150,2025-02-10,2025-02-10 00:04,6,Unknown,.io,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1045#post-9339549),,,,,,
14449,Feynman.io,120,2025-02-10,2025-02-10 00:03,7,Unknown,.io,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1045#post-9339549),,,,,,
14448,Cuneiform.io,100,2025-02-10,2025-02-10 00:02,9,Unknown,.io,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1045#post-9339549),,,,,,Developed
14447,MetaLearn.io,"1,050",2025-02-10,2025-02-10 00:01,9,DomainAgents,.io,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1045#post-9339549),,,,,,
14446,Peon.ai,"2,888",2025-02-09,2025-02-09 00:07,4,Afternic,.ai,Twitter (https://x.com/buyaidomains/status/1888681261432000741),,,,,,
14445,XLCEO.com,199,2025-02-09,2025-02-09 00:06,5,Afternic,.com,Twitter (https://x.com/sharondomains/status/1888655197494493434),,,,,,
14444,DeepSeek.id,"3,980",2025-02-09,2025-02-09 00:05,8,Sedo,.id,Twitter (https://x.com/DCLjasonx/status/1888647115783758235),,,,,,
14443,Qwen․com,"25,000",2025-02-09,2025-02-09 00:04,4,Afternic,.com,Twitter (https://x.com/domainretail/status/1888616869558386976),,,,,,
14442,CryptoNews.info,"1,995",2025-02-09,2025-02-09 00:03,10,Afternic,.info,Twitter (https://x.com/iBDTcom/status/1888547260662751392),,,,,,
14441,Esoteric.now,"18,000",2025-02-09,2025-02-09 00:02,8,Private,.now,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1044#post-9338726),,,,,,In Development
14440,Joi.cc,650,2025-02-09,2025-02-09 00:01,3,Afternic,.cc,Twitter (https://x.com/mysart3/status/1888454393638387814),,,,,,
14439,BestLawnCareService.com,100,2025-02-08,2025-02-08 00:13,19,Sedo,.com,Twitter (https://x.com/Dn_draga/status/1888304243733680465),,,,,Geo,
14438,PotsDeFleurs.com,"4,000",2025-02-08,2025-02-08 00:12,12,Unknown,.com,NamePros (https://www.namepros.com/blog/interview-with-ken-lin-domainer-and-developer-of-dotdb.1343888/),,,,,,
14437,RaipurHomes.com,"15,000",2025-02-08,2025-02-08 00:11,11,Unknown,.com,NamePros (https://www.namepros.com/blog/interview-with-ken-lin-domainer-and-developer-of-dotdb.1343888/),,,,,Geo,Developed
14436,BharatExpress.com,"15,000",2025-02-08,2025-02-08 00:10,13,Unknown,.com,NamePros (https://www.namepros.com/blog/interview-with-ken-lin-domainer-and-developer-of-dotdb.1343888/),,,,,Geo,Developed
14435,OilTankRemovalNJ.com,373,2025-02-08,2025-02-08 00:09,16,Afternic,.com,Twitter (https://x.com/tahabouhrim/status/1888331049639223563),,,,,Geo,
14434,MunchCity.com,"1,500",2025-02-08,2025-02-08 00:07,9,Unknown,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1044#post-9338202),,,,,,
14433,Chad-GPT.com,220,2025-02-08,2025-02-08 00:06,8,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1044#post-9338014),,,Yes,,,Redirected
14432,ValidationAi.com,"3,499",2025-02-08,2025-02-08 00:05,12,Afternic,.com,Twitter (https://x.com/Name_Coder/status/1888238909701898311),,,,,,
14431,Hogalia.com,"4,646",2025-02-08,2025-02-08 00:04,7,Sedo,.com,Twitter (https://x.com/ISD_Domains/status/1888209241376235661),,,,,,In Development
14430,TotalAi.co,"1,000",2025-02-08,2025-02-08 00:03,7,Dynadot,.co,Twitter (https://x.com/SoldXyz/status/1887924569018876225),,,,,,
14429,TotalAi.io,"1,000",2025-02-08,2025-02-08 00:02,7,Dynadot,.io,Twitter (https://x.com/SoldXyz/status/1887924569018876225),,,,,,
14428,PlayAction.ai,"2,599",2025-02-08,2025-02-08 00:01,10,Dynadot,.ai,Twitter (https://x.com/everydaynews_io/status/1888060570110222673),,,,,,Developed
14427,NYX.us,"1,988",2025-02-07,2025-02-07 00:09,3,Afternic,.us,Twitter (https://x.com/HomiWong/status/1888071870467162173),,,,,,
14426,Joe.gg,"2,500",2025-02-07,2025-02-07 00:08,3,Afternic,.gg,Twitter (https://x.com/ShaneCultra/status/1887903234410344576),,,,,,
14425,69.win,"14,999",2025-02-07,2025-02-07 00:07,2,Afternic,.win,Twitter (https://x.com/fivedotbest/status/1887899594274787767),,,,,,
14424,TVApp.org,499,2025-02-07,2025-02-07 00:06,5,Sedo,.org,Twitter (https://x.com/brandnamesinc/status/1887877918933586149),,,,,,
14423,DavidBrookes.com,"2,000",2025-02-07,2025-02-07 00:05,12,Afternic,.com,Twitter (https://x.com/thedomainx/status/1887875304598782333),,,,,FNLN,Developed
14422,SmartDefi.com,"60,000",2025-02-07,2025-02-07 00:04,9,Unknown,.com,Twitter (https://x.com/BlakeGao/status/1887861448690282995),,,,,,Developed
14421,UBBR.com,525,2025-02-07,2025-02-07 00:03,4,Atom,.com,Twitter (https://x.com/joshlim/status/1887796515521110429),2,,,,,
14419,TurboTreats.com,"2,988",2025-02-07,2025-02-07 00:02,11,Afternic,.com,Twitter (https://x.com/duudisgood/status/1887749543925850217),,,,,,
14418,DarkSeek.com,"7,888",2025-02-07,2025-02-07 00:01,8,Afternic,.com,Twitter (https://x.com/brightorigin/status/1887724062463386039),,,,,,
14420,OakhillCleaners.com,330,2025-02-06,2025-02-06 00:09,15,Afternic,.com,DomainX (https://t.me/joinchat/KyK8Ik8222OWngi-RG7E2Q),,,,,Geo,
14417,OmniForm.ai,"1,705",2025-02-06,2025-02-06 00:07,8,Afternic,.ai,Twitter (https://x.com/SandroAgency/status/1887650027687780397),,,,,,
14416,Mark3ts.com,750,2025-02-06,2025-02-06 00:06,7,Afternic,.com,Twitter (https://x.com/Chatt_ing/status/1887647841918804205),,,,Yes,,
14415,Offgr.id,"1,995",2025-02-06,2025-02-06 00:05,5,Afternic,.id,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1044#post-9336556),,,,,,In Development
14414,GlassTX.com,500,2025-02-06,2025-02-06 00:04,7,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1044#post-9336556),,,,,Geo,
14413,MUO.com,"100,000",2025-02-06,2025-02-06 00:03,3,Saw.com,.com,Twitter (https://x.com/sawsells/status/1887560762614260051),,,,,,Redirected
14412,Fanbase.com,"431,400",2025-02-06,2025-02-06 00:02,7,Unknown,.com,Twitter (https://x.com/get_fruits/status/1887523672501493849),2,,,,,In Development
14411,PropertyManagementMiamiBeach.com,150,2025-02-06,2025-02-06 00:01,28,Afternic,.com,Twitter (https://x.com/Kaka382780/status/1887519984173101481),,,,,Geo,
14410,AgenticIdentity.com,"1,250",2025-02-05,2025-02-05 00:26,15,Atom,.com,Twitter (https://x.com/theaiwhitepaper/status/1887314869482873277),,,,,,
14409,AllGoodStuff.com,"3,988",2025-02-05,2025-02-05 00:25,12,Afternic,.com,Twitter (https://x.com/HomiWong/status/1887348743244017956),,,,,,
14408,AiPopular.com,"1,888",2025-02-05,2025-02-05 00:24,9,Afternic,.com,Twitter (https://x.com/DnVoicedotcom/status/1887263761167491285),,,,,,
14407,EventSpace.rent,599,2025-02-05,2025-02-05 00:23,10,Afternic,.rent,Twitter (https://x.com/daamains/status/1887246306038423563),,,,,,
14406,MoneyFund.com,"1,200",2025-02-05,2025-02-05 00:22,9,Unknown,.com,Twitter (https://x.com/dotheadjeet/status/1887220612722262467),,,,,,Developed
14405,Soarex.com,"2,444",2025-02-05,2025-02-05 00:21,6,Afternic,.com,Twitter (https://x.com/ENDomains/status/1887167031495287292),2,,,,,
14404,Scalary.com,"4,925",2025-02-05,2025-02-05 00:20,7,BrandBucket,.com,Twitter (https://x.com/Leo_Golan/status/1887179416498769940),,,,,,In Development
14403,ExamJam.com,"12,000",2025-02-05,2025-02-05 00:19,7,Afternic,.com,Twitter (https://x.com/TroelsWain/status/1887052273651499504),2,,,,,
14402,LogiqAi.com,"1,299",2025-02-05,2025-02-05 00:05,7,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1044#post-9335699),,,,,,Developed
14401,SmartBooks.org,"1,711",2025-02-05,2025-02-05 00:04,10,Afternic,.org,DomainX (https://t.me/joinchat/KyK8Ik8222OWngi-RG7E2Q),,,,,,
14400,PromptWizard.com,"7,995",2025-02-05,2025-02-05 00:03,12,Afternic,.com,Twitter (https://x.com/synozeer/status/1887154669413171531),,,,,,
14399,Cormit.com,"1,988",2025-02-05,2025-02-05 00:02,6,Afternic,.com,DomainX (https://t.me/joinchat/KyK8Ik8222OWngi-RG7E2Q),,,,,,Developed
14398,Dapp.tools,349,2025-02-05,2025-02-05 00:01,4,Afternic,.tools,Twitter (https://x.com/AminoTruth/status/1887070820775678114),,,,,,Developed
14397,VitalShape.com,"3,988",2025-02-04,2025-02-04 00:25,10,Afternic,.com,DomainX (https://t.me/joinchat/KyK8Ik8222OWngi-RG7E2Q),,,,,,
14396,UIG.xyz,"4,588",2025-02-04,2025-02-04 00:24,3,Atom,.xyz,Twitter (https://x.com/fivedotbest/status/1886971931326603716),,,,,,
14395,Rustle.vc,99,2025-02-04,2025-02-04 00:23,6,WeAuction.vc,.vc,Twitter (https://x.com/WeAuctionVC/status/1886940501686837656),,,,,,
14394,Amel.com,"76,000",2025-02-04,2025-02-04 00:22,4,Atom,.com,Twitter (https://x.com/Nameably/status/1886919082563526663),,,,,,Developed
14393,InsightBull.com,"3,301",2025-02-04,2025-02-04 00:21,11,Atom,.com,Twitter (https://x.com/abundanceforex/status/1886897176527200288),,,,,,
14392,Tether.ai,"100,000",2025-02-04,2025-02-04 00:20,6,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),2,,,,,Redirected
14391,Wink.ai,"70,000",2025-02-04,2025-02-04 00:19,4,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),2,,,,,
14390,Starbase.ai,"58,000",2025-02-04,2025-02-04 00:18,8,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,,,Developed
14389,Rift.ai,"50,000",2025-02-04,2025-02-04 00:17,4,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),2,,,,Dictionary,Developed
14388,Heidi.ai,"39,950",2025-02-04,2025-02-04 00:16,5,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,,,
14387,SalesAgent.ai,"23,911",2025-02-04,2025-02-04 00:15,10,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,,,
14386,DTI.ai,"35,000",2025-02-04,2025-02-04 00:14,3,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,,,
14385,Reindeer.ai,"30,000",2025-02-04,2025-02-04 00:13,8,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,,,In Development
14384,FastTrack.ai,"30,000",2025-02-04,2025-02-04 00:12,9,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,,,
14383,89.ai,"14,000",2025-02-04,2025-02-04 00:11,2,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,,,
14382,HealthPlans.ai,"13,911",2025-02-04,2025-02-04 00:10,11,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),2,,,,,
14381,Lilli.ai,"10,000",2025-02-04,2025-02-04 00:09,5,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,,,
14380,98.ai,"8,000",2025-02-04,2025-02-04 00:08,2,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,,,
14379,78.ai,"8,000",2025-02-04,2025-02-04 00:07,2,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,,,
14378,678.ai,"8,000",2025-02-04,2025-02-04 00:06,3,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),2,,,,,
14377,68.ai,"8,000",2025-02-04,2025-02-04 00:05,2,NameCheap,.ai,Twitter (https://x.com/NamecheapCEO/status/1886861211104371088),,,,Yes,,
14376,CandyRain.com,"2,700",2025-02-04,2025-02-04 00:04,9,Unknown,.com,Twitter (https://x.com/Concentrique1/status/1886806926773649891),,,,,,
14375,Shiba.ai,"39,995",2025-02-04,2025-02-04 00:03,5,Atom,.ai,Twitter (https://x.com/domain/status/1886803132396519669),2,,,,,
14374,NaturalRings.com,488,2025-02-04,2025-02-04 00:02,12,Afternic,.com,Twitter (https://x.com/IBRAHIMGAMAAN1/status/1886789823706394784),,,,,,Developed
14373,AllowListing.com,"4,404",2025-02-04,2025-02-04 00:01,12,Afternic,.com,Twitter (https://x.com/aliiGuru/status/1886765109663482159),,,,,,
14372,ElCriticoDeLaTele.com,259,2025-02-03,2025-02-03 00:13,17,Afternic,.com,Twitter (https://x.com/studio2c_es/status/1886591646340366581),,,,,,
14371,IAm.app,"6,000",2025-02-03,2025-02-03 00:12,3,Afternic,.app,Twitter (https://x.com/58name_com/status/1886580109253206474),,,,,,
14370,ElevatedUSA.com,"3,363",2025-02-03,2025-02-03 00:11,11,Afternic,.com,Twitter (https://x.com/ybother/status/1886564113020805133),,Yes,,,,
14369,HigherTimes.com,"24,888",2025-02-03,2025-02-03 00:10,11,Afternic,.com,Twitter (https://x.com/mikemanndotcom/status/1886557906302009746),,,,,,
14368,GenAIGames.com,"8,995",2025-02-03,2025-02-03 00:09,10,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1044#post-9334755),,,,,,
14367,RefiAgent.com,262,2025-02-03,2025-02-03 00:08,9,GoDaddy,.com,Twitter (https://x.com/DCLjasonx/status/1886185892857122996),,,,,,
14366,PhygitalLearning.com,"1,999",2025-02-03,2025-02-03 00:07,16,Afternic,.com,Twitter (https://x.com/DomainDomme/status/1886521940027773214),,,,,,
14365,DreamBlox.com,"2,942",2025-02-03,2025-02-03 00:06,9,Atom,.com,Twitter (https://x.com/Leo_Golan/status/1886446933772030076),,,,,,
14364,BesideAi.com,388,2025-02-03,2025-02-03 00:05,8,Afternic,.com,Twitter (https://x.com/Godzilladn/status/1886308320694165567),,,,,,
14363,OlympicDoors.com,349,2025-02-03,2025-02-03 00:04,12,Atom,.com,Twitter (https://x.com/webpower84/status/1886448428130967701),,,,,,Developed
14355,Special-Effects.com,"3,000",2025-02-03,2025-02-03 00:03,15,Afternic,.com,Twitter (https://x.com/datacubecom/status/1886434086220075198),,,Yes,,,In Development
14354,QwenChat.com,"29,999",2025-02-03,2025-02-03 00:02,8,Afternic,.com,Twitter (https://x.com/58name_com/status/1886430742445744610),,,,,,
